title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;
Kerabat Store by Dekranasda Jawa Barat;5;47;Jalan Ir. H. Juanda (Dago) No.19;Kota Bandung;Jawa Barat;ID;https://dekranasda.jabarprov.go.id/;+62 859-7800-2406;Toko Kerajinan Tangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kerabat%20Store%20by%20Dekranasda%20Jawa%20Barat&query_place_id=ChIJ5ykWuaXnaC4RXnxwnkInfYc;Toko Kerajinan Tangan;;;;;
Mpoet MX-Trail Shop;4.5;54;Jl. Antasari Raya No.9A;Kota Bandung;Jawa Barat;ID;;+62 821-2778-0040;Toko Sepatu Boot;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mpoet%20MX-Trail%20Shop&query_place_id=ChIJG7IEQOHnaC4RQAg2PPzieeM;Toko Sepatu Boot;;;;;
Stevitri | Elegant Handmade Shoes;4.9;17;Jl. Sukanagara No.63;Kota Bandung;Jawa Barat;ID;;+62 878-2933-2911;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Stevitri%20%7C%20Elegant%20Handmade%20Shoes&query_place_id=ChIJLUzu2BHnaC4RYPCD6fVD0Ao;Toko Sepatu;;;;;
Azzula Apparel;4.1;1107;;Kota Bandung;Jawa Barat;ID;;+62 895-3348-74540;Pusat Perbelanjaan;Pasar Grosir Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Azzula%20Apparel&query_place_id=ChIJGxMg0hDmaC4RNXL5V278hjg;Pusat Perbelanjaan;;;;;
EIGER Adventure Store - Mall - Bandung Indah Plaza (BIP);4.6;715;Bandung Indah Plaza, Jl. Merdeka No.56 Lt. 2;Kota Bandung;Jawa Barat;ID;http://eigeradventure.com/;+62 811-2184-118;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Store%20-%20Mall%20-%20Bandung%20Indah%20Plaza%20(BIP)&query_place_id=ChIJW46ZwjfmaC4RhuURez2EAB4;Toko Olahraga Luar Ruangan;;;;;
sugarin.store;;;Jl. Kopo Gg. H. Yusup II No. 512c/198A RT. 09, RW.01;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/sugarin.tasbandung;+62 812-1484-6744;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=sugarin.store&query_place_id=ChIJHTAHyHjpaC4R66Og2LwMlNc;Toko Tas;;;;;
Grosir Kayu Lokal Sebrang Kaso Papan Decking Outdoor;3;2;Jl. Kencana Wangi VI No.2;Kota Bandung;Jawa Barat;ID;;+62 851-1166-8805;Toko Mebel;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Kayu%20Lokal%20Sebrang%20Kaso%20Papan%20Decking%20Outdoor&query_place_id=ChIJVxWJAADpaC4RXtutpqq0g9c;Toko Mebel;;;;;
Sepakat Toko;4.4;23;Jl. A. Yani No.464;Kota Bandung;Jawa Barat;ID;;+62 22 7272495;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepakat%20Toko&query_place_id=ChIJR-uqLMTnaC4RG_zMhcp3BSI;Toko Pakaian;;;;;
Tas Mika Transparan Ziper Bag Online;5;4;Jl. Mekar Agung Komplek No.123;Kota Bandung;Jawa Barat;ID;https://ziperbag.com/;;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Mika%20Transparan%20Ziper%20Bag%20Online&query_place_id=ChIJgWPTXebpaC4RNvFUKNfBfIU;Toko Tas;;;;;
Toko Sukses Webbing; Aksesoris & Bahan tas n sepatu;4.7;78;Jl. Cibaduyut No.231C;Kota Bandung;Jawa Barat;ID;;+62 895-6388-80888;Toko Aksesori Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sukses%20Webbing%2C%20Aksesoris%20%26%20Bahan%20tas%20n%20sepatu&query_place_id=ChIJ3fuxnsPoaC4RzHKVSOPUDIc;Toko Aksesori Pakaian;;;;
Toserba Yogya Heritage;4.5;10679;Jl. Sunda No.60;Kota Bandung;Jawa Barat;ID;;+62 811-2233-7899;Toserba;Toko Swalayan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toserba%20Yogya%20Heritage&query_place_id=ChIJoWUzICTmaC4RCzj0QYK0XGU;Toserba;;;;;
Sepatu Gunung Second;4.7;35;Jl. Gatot Subroto No.45;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/navyoutdoorequipment;+62 821-2731-5947;Toko Olahraga Luar Ruangan;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepatu%20Gunung%20Second&query_place_id=ChIJ700Ri-znaC4RHynoTNSd82A;Toko Olahraga Luar Ruangan;;;;;
HGL Modest;4.6;82;Jl. Ciliwung No.16;Kota Bandung;Jawa Barat;ID;https://hglmodest.com/;+62 822-4007-4771;Grosir pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=HGL%20Modest&query_place_id=ChIJ-Ve28EznaC4R-ByQxd6Kh9E;Grosir pakaian;;;;;
Toko Tas Tangan;;;Jl mekar sari No.09A;Kota Bandung;Jawa Barat;ID;;+62 831-5337-7732;Toko Tas Tangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Tas%20Tangan&query_place_id=ChIJs4FY7YPnaC4R9LZfroZhKrM;Toko Tas Tangan;;;;;
Mr La;4.8;6;Jl. Rancamaya No.3, RT.04/RW.06;Kota Bandung;Jawa Barat;ID;http://mrlamakmurindustries.com/;+62 812-2144-150;Kantor Perusahaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mr%20La&query_place_id=ChIJHf6PMuXpaC4RFr92LfOuyo8;Kantor Perusahaan;;;;;
Fassystore;3;2;Ps. Kosambi, The Hallway Space Lt. 2;Kota Bandung;Jawa Barat;ID;https://fassystore.com/;;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Fassystore&query_place_id=ChIJ5Yl_S9_naC4Rv9tXZVGw7RQ;Toko Tas;;;;;
Voluxe Bandung;4.9;192;Jl. Ir. H. Juanda No.23;Kota Bandung;Jawa Barat;ID;https://voluxe.id/;+62 878-9099-0999;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Voluxe%20Bandung&query_place_id=ChIJ6Y-CmDnYwEgRYMi8MujaVXg;Toko Tas;;;;;
Tomkins Store;4.5;2;Jl. Permata Inten Raya No.1B;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tomkins%20Store&query_place_id=ChIJibnT4HndaC4RvxT2cF9ijJ8;Toko Sepatu;;;;;
Toko Setia Kawan;4.2;92;Jl. Otto Iskandar Dinata No.537;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/tokosetiakawanbandung;+62 22 5205912;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Setia%20Kawan&query_place_id=ChIJ7SPLLvPpaC4RJA7A5XXVrHs;Toko Pakaian;;;;;
Sugina Shoes;5;2;Gg. Bojong Asih III, RT.03/RW.4;Kota Bandung;Jawa Barat;ID;;+62 815-7381-1332;Produsen;Toko Sepatu;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sugina%20Shoes&query_place_id=ChIJ6fV8XL3paC4ROlAtfI9mo4E;Produsen;;;;;
ALIANTEX Konveksi Macam-Macam Baju Profesi Anak;4.9;46;Komplek Riung Bandung, Jl. Saluyu XVI B No.464;Kota Bandung;Jawa Barat;ID;;+62 813-2233-0333;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=ALIANTEX%20Konveksi%20Macam-Macam%20Baju%20Profesi%20Anak&query_place_id=ChIJGfEx05DCaC4RWvrIyISBaOA;Toko Pakaian;;;;;
majafashionhouse;4.8;27;Jl. Cibadak No.231;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/majafashionhouse;+62 812-2056-0600;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=majafashionhouse&query_place_id=ChIJJSzcosDnaC4RSNqFqLE-ans;Toko Pakaian Wanita;;;;;
Toko Baju Ambu Preloved;;;Mandalika Residence, Jl. Raya Derwati No.6 Kav.6;Kota Bandung;Jawa Barat;ID;;+62 856-5918-2183;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Baju%20Ambu%20Preloved&query_place_id=ChIJlRCqYnLpaC4RsNhasjkD13o;Toko Pakaian;;;;;
Pasar Baru;4.5;10910;Jl. Otto Iskandar Dinata No.152;Kota Bandung;Jawa Barat;ID;;;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Baru&query_place_id=ChIJ-6PVIbLnaC4Ry4eyhqyIP5c;Pusat Perbelanjaan;;;;;
Ling's Kebaya Pasar Baru Bandung;4.9;58;Ps. Baru Trade Center, Jalan Otista No 70, Lantai Dasar 1 Blok. C, dekat pintu selatan No.60;Kota Bandung;Jawa Barat;ID;http://shopee.co.id/lingskebaya.official;+62 821-1934-8403;Toko Pakaian;Seniman;Toko Gaun;Tukang Jahit;Penjahit;Toko Peralatan Pesta Pernikahan;Toko Pakaian Wanita;;;;https://www.google.com/maps/search/?api=1&query=Ling's%20Kebaya%20Pasar%20Baru%20Bandung&query_place_id=ChIJjywGqTzmaC4RpsmHfVA8kzQ;Toko Pakaian;;;;;
Cititex Karapitan Bandung (Kaos Polos dan Sablon Satuan - Partai Besar);4.8;874;Depan Bank BRI, Jl. Karapitan No.137B;Kota Bandung;Jawa Barat;ID;https://instagram.com/cititex.bandung;+62 813-1234-9984;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cititex%20Karapitan%20Bandung%20(Kaos%20Polos%20dan%20Sablon%20Satuan%20-%20Partai%20Besar)&query_place_id=ChIJqQebVZPpaC4RgFWbuMCiElM;Toko Pakaian;;;;;
Rabbani Buah Batu;4.6;1626;Jl. Buah Batu No.145;Kota Bandung;Jawa Barat;ID;http://www.rabbani.co.id/;+62 22 73513762;Toko Pakaian;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rabbani%20Buah%20Batu&query_place_id=ChIJh7i-FFTmaC4RlJP0R8o4ylU;Toko Pakaian;;;;;
Iin Busana;4.9;8;Jl. Arjuna No.5;Kota Bandung;Jawa Barat;ID;https://linktr.ee/iinbusana;+62 813-2130-4908;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Iin%20Busana&query_place_id=ChIJt1383BDmaC4RWKeokFN5vTo;Toko Pakaian;;;;;
BIKINBADJOE;4.6;1030;Jl. H. Mesri No.28;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/bikinbadjoe;+62 812-9779-1409;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BIKINBADJOE&query_place_id=ChIJQ6ABpyDmaC4RnskPN5xKHqU;Toko Pakaian;;;;;
Jack Footwear;4;1;Jl. Permata Taman Sari Raya Jl. Kiara Asri III No.8;Kota Bandung;Jawa Barat;ID;https://www.jackfootwearofficial.com/;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jack%20Footwear&query_place_id=ChIJJfvIEvfdaC4RUYwAP1ieo14;Toko Sepatu;;;;;
Gildan Bandung;4.4;126;Jl. Tm. Cibeunying Sel.;Kota Bandung;Jawa Barat;ID;;;Toko Kaos;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Gildan%20Bandung&query_place_id=ChIJix8sGMrnaC4R0ykWOp8OOzM;Toko Kaos;;;;;
Tuf Shoes;4.2;55;Jl. Moch. Ramdan No.28;Kota Bandung;Jawa Barat;ID;;+62 821-2882-1991;Grosir alas kaki;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tuf%20Shoes&query_place_id=ChIJx6T1LYToaC4RnODInz69qtU;Grosir alas kaki;;;;;
Geoff Max Head Office;4.4;113;Komplek Bank Duta, Jl. Waas No.B22;Kota Bandung;Jawa Barat;ID;http://geoff-max.com/;+62 22 7543349;Kantor Perusahaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Geoff%20Max%20Head%20Office&query_place_id=ChIJAwA8F1_oaC4RyjOcTCxStDE;Kantor Perusahaan;;;;;
Pakaian Naga;4.7;73;Jln Permata Permai Raya no. 105 RT 008 / 011;Kota Bandung;Jawa Barat;ID;https://naclogarmen.id/;+62 812-7717-7720;Toko Kaos;Toko Kaos Custom;Toko Tekstil;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pakaian%20Naga&query_place_id=ChIJJcs9BxvdaC4RFImAjgCToYk;Toko Kaos;;;;;
Brygan Craftmanship;4.3;109;Gg. Sereh I No.45A 9b;Kota Bandung;Jawa Barat;ID;http://www.brygan.co.id/;+62 895-8009-00508;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Brygan%20Craftmanship&query_place_id=ChIJMWWNubTnaC4RbyFl15N4y3w;Toko Sepatu;;;;;
Mazia Look;5;1;Jl. Kampus II No.6;Kota Bandung;Jawa Barat;ID;;+62 821-2148-9448;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mazia%20Look&query_place_id=ChIJSYV1aOHnaC4RQkVem4yuLpM;Toko Sepatu;;;;;
HijabChic;4.4;153;The Saparua, Jl. Ambon No.15;Kota Bandung;Jawa Barat;ID;https://hijabchic.co.id/;+62 858-1306-5468;Butik;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=HijabChic&query_place_id=ChIJj8plTDTmaC4R1hTNNivSR5E;Butik;;;;;
yumnasa | Toko Busana Muslim Terlengkap Bandung;5;23;Pasar baru heritage, Jl. Otto Iskandar Dinata No.84 - 92 D1-02;Kota Bandung;Jawa Barat;ID;;+62 877-2805-1888;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=yumnasa%20%7C%20Toko%20Busana%20Muslim%20Terlengkap%20Bandung&query_place_id=ChIJY8SVdo7paC4R9stAbu9FZUg;Toko Pakaian;;;;;
IndoBdg;5;7;Jl. Riung Permai No.342;Kota Bandung;Jawa Barat;ID;;+62 878-2227-0099;Pasar Grosir Pakaian;Toko Pakaian;Pemasok Pakaian;Grosir pakaian;Pabrik sepatu;Toko Sepatu;Grosir alas kaki;;;;https://www.google.com/maps/search/?api=1&query=IndoBdg&query_place_id=ChIJhd9xEYHCaC4RCL4uExgnFBU;Pasar Grosir Pakaian;;;;;
Kain;4.3;4845;Jl. Otto Iskandar Dinata No.70;Kota Bandung;Jawa Barat;ID;;;Toko Kain Linen;Pusat Perbelanjaan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kain&query_place_id=ChIJ-_ctqjzmaC4RZzFq5VG3X0k;Toko Kain Linen;;;;;
Nibras House Ujung Berung Bandung;4.9;35;Jl. AH. Nasution No.48;Kota Bandung;Jawa Barat;ID;http://www.nibras.co.id/;+62 877-7647-4837;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Nibras%20House%20Ujung%20Berung%20Bandung&query_place_id=ChIJyyMM7EbdaC4R6qnGXkbWdC4;Toko Pakaian;;;;;
Rizky Fashion Produsen Rajut Binong Jati;4.8;29;Binong, Jl. Binong Jati No.37, RT.1/RW.2;Kota Bandung;Jawa Barat;ID;;+62 857-9306-0360;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rizky%20Fashion%20Produsen%20Rajut%20Binong%20Jati&query_place_id=ChIJi4ty8HPoaC4R3W_Wns18La8;Toko Pakaian;;;;;
CENTRAL BANDUNG APPAREL;5;5;Jl. RH Hasan Saputra Raya No.17;Kota Bandung;Jawa Barat;ID;https://www.tokopedia.com/centralbandungapparel;+62 896-5617-7771;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=CENTRAL%20BANDUNG%20APPAREL&query_place_id=ChIJ7XqrrYLpaC4RykpG-srwnr4;Toko Pakaian;;;;;
My Style BIP;4.4;186;Jl. Merdeka No.56;Kota Bandung;Jawa Barat;ID;;+62 22 4219689;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=My%20Style%20BIP&query_place_id=ChIJ2_aa6zfmaC4R7pkOq1QcJf8;Toko Pakaian;;;;;
By.Kakeyla | Grosir Baju Tidur Murah Bandung;5;2;Jl. Kurdi Sel. I No.19;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/by.kakeyla;+62 822-1797-0826;Grosir pakaian;Toko Pakaian;Toko Pakaian Luar;Toko Pakaian Ukuran Besar;;;;;;;https://www.google.com/maps/search/?api=1&query=By.Kakeyla%20%7C%20Grosir%20Baju%20Tidur%20Murah%20Bandung&query_place_id=ChIJ26tHY7TtaC4RGlOSW4Ycu5g;Grosir pakaian;;;;;
Toko Baju It'z My Thrift;5;8;Jl. Sindang Sari III No.21-2;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Baju%20It'z%20My%20Thrift&query_place_id=ChIJ20GnXAPnaC4RD9BsVVh2EdA;Toko Pakaian;;;;;
Top Ladies Tekstil;4.7;27;Jl. Kalipah Apo No.32;Kota Bandung;Jawa Barat;ID;;+62 22 4200070;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Top%20Ladies%20Tekstil&query_place_id=ChIJwxCBnSbmaC4R6q4PJi6rXT8;Toko Pakaian;;;;;
Sanshine Store;5;15;Jl. Binong Jati No.48;Kota Bandung;Jawa Barat;ID;https://shp.ee/tk2f6p8;+62 821-2730-0887;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sanshine%20Store&query_place_id=ChIJ0UwQsMjpaC4RGNKk_mM4EWs;Toko Pakaian;;;;;
Grosir Kemeja Bandung Berkualitas Geniouz;4.8;25;Ps. Baru Trade Center, Jl. Pasar Selatan No.70;Kota Bandung;Jawa Barat;ID;;+62 838-4498-2006;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Kemeja%20Bandung%20Berkualitas%20Geniouz&query_place_id=ChIJcxx-iw7naC4RkJoTb4x71NE;Toko Pakaian;;;;;
Pasar Andir Trade Center | Liyafashionatc;4.1;17;Jl. Waringin;Kota Bandung;Jawa Barat;ID;;+62 898-5708-015;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Andir%20Trade%20Center%20%7C%20Liyafashionatc&query_place_id=ChIJbQvFKO3naC4RqmKC7NzW-GQ;Toko Pakaian Wanita;;;;;
UNIQLO • Paskal 23;4.7;1452;Jl. Pasir Kaliki;Kota Bandung;Jawa Barat;ID;https://www.uniqlo.com/id/;+62 22 21010125;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=UNIQLO%20%E2%80%A2%20Paskal%2023&query_place_id=ChIJUSp4WBbmaC4R0ph4wd961qA;Toko Pakaian;;;;;
HIRKA SHOES;5;7;Jl. Moch. Toha Gg. Subur No.20, RT.03/RW.05;Kota Bandung;Jawa Barat;ID;;+62 812-2001-0015;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=HIRKA%20SHOES&query_place_id=ChIJaUOq6ZHoaC4RdQX3gdiCayA;Toko Sepatu;;;;;
Payless Shoe TSM;4.4;66;Jl. Gatot Subroto No.289;Kota Bandung;Jawa Barat;ID;https://www.mapclub.com/shop/payless;+62 22 86012083;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Payless%20Shoe%20TSM&query_place_id=ChIJpx0VftjnaC4R2uR4c1SF3pw;Toko Sepatu;;;;;
Venoz Boots;5;1;Jl.Pitaloka rt.08/rw.02.kel.cibaduyut wetan kec.bojongloa kidul komplek, singgasana;Kota Bandung;Jawa Barat;ID;http://shopee.co.id/venozboots;+62 857-2113-9366;Toko Sepatu Boot;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Venoz%20Boots&query_place_id=ChIJn0ulkq3paC4Ra2QS4KcvFRw;Toko Sepatu Boot;;;;;
Rumah Grosir Bandung - Supplier Pakaian Murah Berkwalitas;5;18;Jl. R. Adibrata No.20/9A, RT.03/RW.07;Kota Bandung;Jawa Barat;ID;;+62 896-5618-2000;Pemasok bangunan taman;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rumah%20Grosir%20Bandung%20-%20Supplier%20Pakaian%20Murah%20Berkwalitas&query_place_id=ChIJZ8BlG8vnaC4RF51TWsvtWxs;Pemasok bangunan taman;;;;;
Rohali shoes;5;9;Jl. Cibaduyut No.85-87;Kota Bandung;Jawa Barat;ID;;+62 813-1358-2165;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rohali%20shoes&query_place_id=ChIJoRkXkcDoaC4RFMQLmhHln4g;Toko Sepatu;;;;;
Fortuna Shoes;4.3;44;Jl. Soekarno-Hatta No.495;Kota Bandung;Jawa Barat;ID;http://www.fortunashoes.co.id/;+62 818-737-168;Pabrik sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Fortuna%20Shoes&query_place_id=ChIJO9Yud13oaC4RnW_ALF2OXTc;Pabrik sepatu;;;;;
Toko Baju Ninaya;5;24;Jl. Cibaduyut No.37;Kota Bandung;Jawa Barat;ID;https://instagram.com/ninaya.id?igshid=NjZiMGI4OTY=;+62 22 5412881;Toko Pakaian;Toko Tas;Toko Pakaian Anak;Grosir Kain;Toko Pakaian Resmi;Toko Kain Linen;Toko Pakaian Pria;Toko Pakaian Luar;Toko Kaos;Toko Pakaian Wanita;https://www.google.com/maps/search/?api=1&query=Toko%20Baju%20Ninaya&query_place_id=ChIJA4YweFjpaC4RKXz9lbxdEYU;Toko Pakaian;;;;;
Giovanni;4.8;8;Bandung Indah Plaza, Jalan Merdeka No. 56, Babakan Ciamis, Sumur Bandung;Kota Bandung;Jawa Barat;ID;;+62 22 4203594;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Giovanni&query_place_id=ChIJJSH4nTfmaC4Rs8udqASFqBo;Toko Sepatu;;;;;
NAH Project Store;5;20;Jl. Lombok No.11a;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=NAH%20Project%20Store&query_place_id=ChIJSZ2d78vnaC4RNbVsuIjiw64;Toko Sepatu;;;;;
KOFUKU SHOES;5;2;Ruko Mekar Wangii, Jl. Mekar Puspita No.18;Kota Bandung;Jawa Barat;ID;;+62 821-1282-3060;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=KOFUKU%20SHOES&query_place_id=ChIJUaNP6bvpaC4RocI-kKxQ6ng;Toko Sepatu;;;;;
Rionz Official;5;1;cluster MyHome, Jl. Pamekar Raya No.25 Blok D;Kota Bandung;Jawa Barat;ID;https://linktr.ee/you%20%20%20Bergabung%20dengan%20Rionz_official%20hari%20ini%20di%20Linktree%20%20%20Rionz_official%20Happy%20shopping%20shopee%20%20%20tokopedia%20%20%20Lazada%20%20%20Tiktok%201%20%20%20TikTok%202%20%20%20Toco%20%20%20whatsapp%20%20%20Cookie%20Preferences%20%C2%B7%20Report%20%C2%B7%20Privacy;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rionz%20Official&query_place_id=ChIJtd6vPonDaC4RwdMMuxWfT3A;Toko Sepatu;;;;;
Nakerschu shoes Bandung;;;Jl. Cibaduyut Dalam I No.1A;Kota Bandung;Jawa Barat;ID;;+62 812-2015-178;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Nakerschu%20shoes%20Bandung&query_place_id=ChIJRcGYXJPpaC4Rpspv4PFs8A0;Toko Sepatu;;;;;
Hap Hap Sports Kircon;5;138;Ruko Kiara Artha Park No.B-10;Kota Bandung;Jawa Barat;ID;;+62 851-2200-1123;Toko Perlengkapan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hap%20Hap%20Sports%20Kircon&query_place_id=ChIJxSJYK_3naC4RusXl67Kngvg;Toko Perlengkapan Olahraga;;;;;
Be Bob;4.6;17;Istana Plaza, Jl. Pasir Kaliki No.121 - 123 Lt.1;Kota Bandung;Jawa Barat;ID;;+62 22 6004370;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Be%20Bob&query_place_id=ChIJe0zHh2rmaC4R7JkodalmTh0;Toko Sepatu;;;;;
Arsaf Safety Kings Bandung;5;3;Jl. Sari Indah No.6;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/jayasafety?igsh=MWYwNmg4NGZtdHZtNg==;+62 856-7893-059;Pemasok peralatan keselamatan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Arsaf%20Safety%20Kings%20Bandung&query_place_id=ChIJqxNai2XmaC4RrIOpwPArn5A;Pemasok peralatan keselamatan;;;;;
Rainforest Gears;5;19;Jl. Wastukencana Gg. Nangkasuni;Kota Bandung;Jawa Barat;ID;;+62 878-2541-5000;Toko Pakaian;Penjahit Pesanan Khusus;Penyelenggara aktivitas luar ruangan;Penjahit;;;;;;;https://www.google.com/maps/search/?api=1&query=Rainforest%20Gears&query_place_id=ChIJj6DVMFPnaC4R4TYmbnBUoPk;Toko Pakaian;;;;;
VASU rental perlengkapan outdoor;5;2;Jalan Cibaduyut Raya Jalan Hj. Siti Mardiah Dalam 3 no.24;Kota Bandung;Jawa Barat;ID;;+62 877-3868-6156;Toko Alat-alat Perkemahan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=VASU%20rental%20perlengkapan%20outdoor&query_place_id=ChIJjfKNWsPpaC4RcsAq9PG9Ub8;Toko Alat-alat Perkemahan;;;;;
PT Primarindo Asia Infrastructure Tbk;4.3;80;JL. Raya Rancabolang kelurahan No.98;Kota Bandung;Jawa Barat;ID;http://www.primarindo.co.id/;+62 22 7560555;Pabrik sepatu;Toko Sepatu;;;;;;;;;https://www.google.com/maps/search/?api=1&query=PT%20Primarindo%20Asia%20Infrastructure%20Tbk&query_place_id=ChIJJ8bWzyPoaC4RqFTMl8AZl2s;Pabrik sepatu;;;;;
Megah Sports;4.4;670;Jl. A. Yani No.142;Kota Bandung;Jawa Barat;ID;http://www.megah.co.id/;+62 898-2700-700;Toko Perlengkapan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Megah%20Sports&query_place_id=ChIJabTr2sXnaC4RxM6-OEzDGKQ;Toko Perlengkapan Olahraga;;;;;
Rakata2nd outdoor;5;3;Jl. Pandu No.15;Kota Bandung;Jawa Barat;ID;;+62 815-7307-0363;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rakata2nd%20outdoor&query_place_id=ChIJHdzCbi7naC4RVMIL2Z7CBww;Toko Pakaian;;;;;
bullhead outdoor Ideng;3.8;5;Jl. Arjuna No.19/70;Kota Bandung;Jawa Barat;ID;;+62 898-7110-872;Toko Pakaian dan Peralatan Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=bullhead%20outdoor%20Ideng&query_place_id=ChIJKzrOWRPmaC4RYs0ckIKNovc;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
