"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Sate Madura cak mamat","4.5","86","4JM4+V76","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20cak%20mamat&query_place_id=ChIJR6_yZMLmaC4RKiwrwl7ZyXU","Restoran Sate"
"SATE MADURA CAK NUR, MASKUMAMBANG","4.5","238","Jl. Maskumambang","Kota Bandung","Jawa Barat","ID","https://gofood.co.id/bandung/restaurant/sate-madura-cak-nur-maskumambang-34fef0cf-c38c-498c-97db-3af1cec2d457","+62 817-628-296","Restoran Sate","Restoran Soto Ayam",,,,,,,"https://www.google.com/maps/search/?api=1&query=SATE%20MADURA%20CAK%20NUR%2C%20MASKUMAMBANG&query_place_id=ChIJKYsnD3zoaC4RWk9wlTUiVSM","Restoran Sate"
"Cuanki Sahabat","4.9","8","Jl. Pajajaran No.46","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Sahabat&query_place_id=ChIJKVycOH7naC4R12jxVPk_Ea4","Restoran"
"Jajanan Cuanki Lesehan","4.5","24","Jl. Diponegoro No.63","Kota Bandung","Jawa Barat","ID",,"+62 823-2188-4226","Kedai Sarapan & Makan Siang","Warung Makanan Kecil",,,,,,,"https://www.google.com/maps/search/?api=1&query=Jajanan%20Cuanki%20Lesehan&query_place_id=ChIJ42uVGo3naC4RBFWuvo_QCtA","Kedai Sarapan & Makan Siang"
"Sate Madura Cendana","4.6","167","Jl. Asep Berlian Gg. Ampera No.16B","Kota Bandung","Jawa Barat","ID",,"+62 813-1261-8597","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Cendana&query_place_id=ChIJQdS6ycnnaC4Rvcz4UmApqXw","Restoran Sate"
"Cuanki 9","5","1","Jl. Menara Air 3 No.9","Kota Bandung","Jawa Barat","ID",,"+62 813-2112-1131","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%209&query_place_id=ChIJ3zNNCwDnaC4RErEcylKoupg","Restoran Indonesia"
"Bakso Yamin & Cuanki Bandung","5","7","Jl. Cisokan No.13","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Yamin%20%26%20Cuanki%20Bandung&query_place_id=ChIJ1-kedynnaC4RDJrKef42tPI","Restoran Bakso"
"Cuanki Pusdai Bandung","3.8","28","3JXC+J55, Jl. Diponegoro","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Pusdai%20Bandung&query_place_id=ChIJZegUr53naC4RgXC8ilu12uo","Restoran Bakso"
"Cuanki Otten","4.3","26","Jl. Dr. Otten No.1","Kota Bandung","Jawa Barat","ID","https://instagram.com/cuankiotten?igshid=ermymxqek26r","+62 813-8130-2561","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Otten&query_place_id=ChIJw6Qx8SjnaC4RCpROxHESi7M","Pujasera"
"Sate Madura H. Muchtar","4.2","59","Gg. Banteng No.25-35","Kota Bandung","Jawa Barat","ID",,"+62 821-4454-9000","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20H.%20Muchtar&query_place_id=ChIJP4ySpJrnaC4R3LsX1mPhES8","Restoran"
"Cuanki Tjendana Bandung","4.6","453","Jl. Gatot Subroto No.77","Kota Bandung","Jawa Barat","ID","https://www.cuankitjendana.com/","+62 813-1285-5904","Produsen makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Tjendana%20Bandung&query_place_id=ChIJb65Wy8fnaC4RcUbUwnadYTs","Produsen makanan"
"Tjuankie Stasion","4.6","1756","Jl. Kebon Kawung No.6","Kota Bandung","Jawa Barat","ID",,"+62 878-8046-0279","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tjuankie%20Stasion&query_place_id=ChIJxz1VkADnaC4RT4C6Y_u6sRA","Restoran Bakso"
"Bakso Cuanki Serayu Cab. Mangga","4.5","1909","Jl. Mangga No.24","Kota Bandung","Jawa Barat","ID",,"+62 812-2163-6600","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Cuanki%20Serayu%20Cab.%20Mangga&query_place_id=ChIJgzOr0M7naC4R1GfFeTSQfWg","Restoran Bakso"
"Bakmie & Cuanki Kita 88","5","24","Jl. Teuku Umar","Kota Bandung","Jawa Barat","ID",,"+62 896-5512-2256","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakmie%20%26%20Cuanki%20Kita%2088&query_place_id=ChIJX9DXQ7bnaC4RLDQI-vUYnf0","Restoran"
"Cuanki 24jam","4.2","306","Jl. Sederhana No.9, RW.35","Kota Bandung","Jawa Barat","ID",,"+62 816-1508-4975","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%2024jam&query_place_id=ChIJL9wg3a3naC4RB_MYdL6gXCE","Restoran"
"Angkringan MEGA 99","5","7","Jl. Cikutra No.152","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20MEGA%2099&query_place_id=ChIJQwzVF4vnaC4R4Qj32tfEKtk","Kedai Kopi"
"Angkringan BonBin","5","6","Jl. Tamansari No.17","Kota Bandung","Jawa Barat","ID",,"+62 813-2445-2458","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20BonBin&query_place_id=ChIJHYRuNzfnaC4RfYJd7QMscow","Restoran"
"ANGKRINGAN DONNY PUSDAI","5","3","3JXF+JWP, Jl. Diponegoro","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ANGKRINGAN%20DONNY%20PUSDAI&query_place_id=ChIJx1EkZgDnaC4RCOfZ2Cf6zas","Kedai Kopi"
"Cuanki AA","4.7","30","Jl. Ranggamalela","Kota Bandung","Jawa Barat","ID",,"+62 813-1229-440","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20AA&query_place_id=ChIJLUySEKrnaC4RzslhRAvO79s","Restoran"
"Cuanki Wildan","4.5","160","Jl. Sirnasari No.7","Kota Bandung","Jawa Barat","ID",,"+62 853-1584-7234","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Wildan&query_place_id=ChIJV-8ILo3maC4RbSlWkjmd7r4","Restoran"
"Cuanki Pangeran","4.9","36","Jl. Batik Jonas No.1","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Pangeran&query_place_id=ChIJXWnPWgDnaC4R02d65yBtQPI","Restoran Bakso"
"Cuanki CLBK","4.9","52","Belakang SD Sejahtera, Jl. Senang No.28/35 A, RT.04/RW.09","Kota Bandung","Jawa Barat","ID","http://instagram.com/cuanki_clbk","+62 812-2927-4157","Toko makanan beku",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20CLBK&query_place_id=ChIJ1wIpN1zmaC4RPGTl4hcu6UM","Toko makanan beku"
"Angkringan & Kue Balok Ibu Imas","4.7","9","Jl. Kanayakan Baru No.40A","Kota Bandung","Jawa Barat","ID",,"+62 855-5942-6708","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20%26%20Kue%20Balok%20Ibu%20Imas&query_place_id=ChIJUcxsX4nnaC4R-sVDjThPrBc","Kedai Kopi"
"Angkringan Omah Ayam Geprek Mihaw","4.8","4","Jl. Sastra","Kota Bandung","Jawa Barat","ID",,"+62 818-0908-4428","Restoran Masakan Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Omah%20Ayam%20Geprek%20Mihaw&query_place_id=ChIJub_N_DrnaC4Rs45lVTDKhHM","Restoran Masakan Ayam"
"Angkringan Om Senang","5","5","Jl. Pahlawan","Kota Bandung","Jawa Barat","ID","https://instagram.com/angkringan_omsenang?igshid=YmMyMTA2M2Y=","+62 896-9427-1088","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Om%20Senang&query_place_id=ChIJcToZgt_naC4R6-duEFsPUnc","Kedai Kopi"
"Cuanki Berkah Djaya","4.7","147","Jl. Bali No.15","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/berkah.djaya/","+62 821-2965-1129","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Berkah%20Djaya&query_place_id=ChIJCSKVNADnaC4RyLPsUgHP_C8","Restoran Bakso"
"Angkringan KODRIGER (KETOPRAK CREBON)","5","4","Jl. Geger Arum I No.1","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20KODRIGER%20(KETOPRAK%20CREBON)&query_place_id=ChIJUaNTQLvmaC4RXMqyqV2uI4c","Pujasera"
"Angkringan dago 44","5","5","4JF9+F9P","Kota Bandung","Jawa Barat","ID",,"+62 819-2929-2969","Kedai Sarapan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20dago%2044&query_place_id=ChIJmWerx8znaC4RTxkp6XgUYc8","Kedai Sarapan"
"Mie Kocok Kaki Sapi Asli Pak Rosid","4","2","Gedung Cipaganti","Kota Bandung","Jawa Barat","ID",,"+62 856-2488-3285","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Kaki%20Sapi%20Asli%20Pak%20Rosid&query_place_id=ChIJ6f3mUnvmaC4RknG9RyiPbao","Restoran Mie"
"Angkringan Ampirono","5","94","Jl. Rereongan Sarupi No.25","Kota Bandung","Jawa Barat","ID",,"+62 878-4664-9931","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Ampirono&query_place_id=ChIJdTLi7s3naC4RfE5eqt8KUhQ","Rumah Makan"
"MIE KOCOK MANG DODO UBAR LAPAR UBAR JANGAR LANGSUNG CENGHAR","4.8","17","Samping Rm Raja Sunda, Jl Terusan","Kota Bandung","Jawa Barat","ID",,"+62 858-8810-3965","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MIE%20KOCOK%20MANG%20DODO%20UBAR%20LAPAR%20UBAR%20JANGAR%20LANGSUNG%20CENGHAR&query_place_id=ChIJcynEGwnnaC4RgEHO0-sznkw","Restoran Mie"
"Angkringan Mas Jo","4.6","1046","Jl. Gelap Nyawang No.3","Kota Bandung","Jawa Barat","ID",,"+62 822-1918-7723","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Mas%20Jo&query_place_id=ChIJc03AhlrmaC4R9Oh0I8w3Hkw","Restoran Jawa"
"Mie Kocok dan Bakso SUGEMA","5","6","Jl. Ciumbuleuit No.169","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20dan%20Bakso%20SUGEMA&query_place_id=ChIJI146LQDnaC4RAYI4-OOiS90","Restoran Bakso"
"Angkringan mahad bani sulaiman","5","1","4JM8+2CG, Jl. Dago Pojok Tanggulan Cikalapa 2","Kota Bandung","Jawa Barat","ID","https://bit.ly/4lNolHw","","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20mahad%20bani%20sulaiman&query_place_id=ChIJpS1_VgDnaC4RikNuE2K_NuQ","Dapur Umum"
"Baso & mie kocok Teh Dd",,,"Jl. Sindanglaya No.60, RT.01/RW.11","Kota Bandung","Jawa Barat","ID",,"+62 821-1559-4706","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20%26%20mie%20kocok%20Teh%20Dd&query_place_id=ChIJ8f7K-WHdaC4R1sSZ3wahUTQ","Pujasera"
"MIE KOCOK SANGUAN (MKS)","5","1","Jl. Raya Lembang No.8","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 877-8276-6157","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MIE%20KOCOK%20SANGUAN%20(MKS)&query_place_id=ChIJh7boGXfhaC4RcB476HK2TTw","Kedai Sarapan & Makan Siang"
"Mie Kocok Pak Broto","4.6","22","Area Pujasera Borma Setiabudhi, Pertokoan Borma, Jl. Dr. Setiabudi","Kota Bandung","Jawa Barat","ID",,"+62 895-0802-7111","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Pak%20Broto&query_place_id=ChIJs1p9GJPmaC4RIttFeUOH_9Q","Pujasera"
"Mie Kocok Kebon Jukut The Kiosk Setiabudi","4.3","75","Jl. Dr. Setiabudi No.46","Kota Bandung","Jawa Barat","ID",,"+62 828-1909-8336","Restoran Mie","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Kebon%20Jukut%20The%20Kiosk%20Setiabudi&query_place_id=ChIJe8T3AbnmaC4RrRfnLJFpM9c","Restoran Mie"
"Martabak Bangka Kubang Syamsir","4","19","Jl. Pahlawan No.27","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bangka%20Kubang%20Syamsir&query_place_id=ChIJLUEIh7rnaC4RGSW9D8VdtEU","Restoran Martabak"
"Martabak BORMART ( BOROBUDUR MARTABAK )","4.4","84","Jl. Dr. Setiabudi No.150","Kota Bandung","Jawa Barat","ID",,"+62 816-4871-104","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20BORMART%20(%20BOROBUDUR%20MARTABAK%20)&query_place_id=ChIJJTfZEJPmaC4RPOZ39MUISt8","Restoran Martabak"
"Mie Kocok Bandung Sahabat","4","85","Jl. Dr. Djunjunan No.45","Kota Bandung","Jawa Barat","ID",,"+62 821-1902-6333","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Bandung%20Sahabat&query_place_id=ChIJS9lmA2bmaC4RUVHMiGoZEhY","Restoran Mie"
"Mie Baso - Mie Kocok Campur Tetelan Pak Wawan","4.4","215","Jl. Dr. Setiabudi No.170J","Kota Bandung","Jawa Barat","ID",,"+62 895-3806-20805","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Baso%20-%20Mie%20Kocok%20Campur%20Tetelan%20Pak%20Wawan&query_place_id=ChIJk-OOgJPmaC4ReyzN5jGfPrY","Restoran Bakso"
"Mie kocok cihampelas","2.7","6","Jl. Cihampelas No.142","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20kocok%20cihampelas&query_place_id=ChIJ4Zle5lLnaC4RLlU0HnjRoEw","Restoran"
"Martabak Mini 17 Hokky","5","13","Jl. Sersan Surip No.1","Kota Bandung","Jawa Barat","ID","https://www.carikulinerindonesia.com/#martabak-hokky-jlsersan-surip-keccidadap_Rys61koPVA2f53S4c8cjNQ.html","+62 882-9345-9337","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Mini%2017%20Hokky&query_place_id=ChIJSzmKDN7naC4Re-oDr9eeQ5o","Restoran Martabak"
"Kursus martabak bandung","3","1","Jl. Cikapayang No.18","Kota Bandung","Jawa Barat","ID",,"+62 877-2400-2216","Kursus",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kursus%20martabak%20bandung&query_place_id=ChIJH0ekQLznaC4Rlq4FvRbvbyE","Kursus"
"Martabak lezat Group Bandung","4.5","153","Jl. Gegerkalong Girang No.31","Kota Bandung","Jawa Barat","ID",,"+62 821-2691-0881","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20lezat%20Group%20Bandung&query_place_id=ChIJMUX5gL7maC4RKrl-B2Qpy_A","Restoran Martabak"
"ALAY (Angkringan Lele dan Ayam)","5","7","Jl. Padasuka No.71","Kota Bandung","Jawa Barat","ID",,"+62 878-2573-2242","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ALAY%20(Angkringan%20Lele%20dan%20Ayam)&query_place_id=ChIJc149b4DnaC4R6BabTNgubHA","Rumah Makan"
"Angkringan Coey","5","2","Jl.Pahlawan G No.37","Kota Bandung","Jawa Barat","ID","https://instagram.com/kringcoey?utm_medium=copy_link","+62 878-0318-4760","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Coey&query_place_id=ChIJm-eEDGDnaC4RPeVTkWKY0fE","Kafe"
"Kopi kotecha","4.5","8","Gg. Reumatengah no. 62a Rt 004/019","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/kemitraan_kopi_kotecha?igsh=N3V1dDJybmh3MHYw","+62 896-1361-6048","Toko kopi","Kedai Kopi","Grosir Kopi",,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20kotecha&query_place_id=ChIJYboluQ3naC4RvBkLmIsGP_w","Toko kopi"
"Martabak Al Khalid","4.9","242","Jl. Gegerkalong Girang No.78","Kota Bandung","Jawa Barat","ID",,"+62 859-7453-9607","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Al%20Khalid&query_place_id=ChIJ8-dnyVbnaC4R0MZmagFOIiA","Restoran Martabak"
"Angkringan Depok Bandung","5","2","Jl. Depok VII No.6","Kota Bandung","Jawa Barat","ID","https://gofood.link/a/xKSThoy","+62 851-0299-7676","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Depok%20Bandung&query_place_id=ChIJsWPQ0O_naC4RnrgYc5OnJV0","Restoran"
"Angkringan Jarwo","5","4","Jl. Rereng Wulung No.26","Kota Bandung","Jawa Barat","ID",,"+62 812-3911-6536","Restoran Makanan Sehat","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Jarwo&query_place_id=ChIJH2lGxA_naC4RBBhT3k3MAI0","Restoran Makanan Sehat"
"Angkringan Baeli ( Muararajeun )","5","4","Jl. Muararajeun Lama IV","Kota Bandung","Jawa Barat","ID",,"","Warung Makanan Kecil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Baeli%20(%20Muararajeun%20)&query_place_id=ChIJbRAOI77naC4RD-2rKLEnUH8","Warung Makanan Kecil"
"Angkringan Menak Djinggo","5","10","Jl. Bengawan No.56","Kota Bandung","Jawa Barat","ID",,"+62 812-8954-6720","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Menak%20Djinggo&query_place_id=ChIJx3AOf03naC4R-npQaMNzCfw","Restoran"
"Angkringan Jogja","4.5","96","Jl. Cibatu Raya No.45","Kota Bandung","Jawa Barat","ID",,"+62 896-8811-4678","Restoran Jawa","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Jogja&query_place_id=ChIJUVzH6fnnaC4R71btd7q8-Gw","Restoran Jawa"
"Angkringan Jogja Doniteni","4.5","33","Jl. Cikutra Barat No.117","Kota Bandung","Jawa Barat","ID",,"+62 812-2320-7880","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Jogja%20Doniteni&query_place_id=ChIJM1c0_unnaC4RBKwQoFWTPa4","Restoran"
"Angkringan Cisitu","4.4","443","Jl. Cisitu Indah 2 No.18","Kota Bandung","Jawa Barat","ID",,"","Restoran cepat saji",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Cisitu&query_place_id=ChIJDbwwMuXmaC4RgC1soAlYplg","Restoran cepat saji"
"Angkringan Myday","5","22","Jl. Cikadut No.55","Kota Bandung","Jawa Barat","ID",,"","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Myday&query_place_id=ChIJH4GL-3LnaC4R32H85t0C34A","Kafe"
"Angkringan Teteh Bandung","4.4","263","Jl. Braga No.18A","Kota Bandung","Jawa Barat","ID","https://instagram.com/angte.bdg?igshid=swqza4xmh8us","+62 858-6005-5903","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Teteh%20Bandung&query_place_id=ChIJ5xK30TDnaC4RIRYxKwQRMBE","Restoran Jawa"
"Angkringan Bandung Lapar","5","10","Jl. Brigadir Jend. Katamso No.07","Kota Bandung","Jawa Barat","ID",,"+62 821-2193-3974","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Bandung%20Lapar&query_place_id=ChIJ21mRm1DnaC4RWg29VAAkcfc","Kedai Kopi"
"Martabak JAYARASA","4.9","23","Jl. Gagak No.151","Kota Bandung","Jawa Barat","ID",,"+62 896-7832-2262","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20JAYARASA&query_place_id=ChIJKwmLKBrnaC4Rjs0kRVi1E1A","Restoran Martabak"
"Angkringan Scooter","4.4","263","Jl. Veteran No.74","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Scooter&query_place_id=ChIJOVK6VizmaC4RryS4T-MgFH4","Restoran Indonesia"
"Martabak Boga Sari Rasa","4","51","Jl. Kidang Pananjung No.2","Kota Bandung","Jawa Barat","ID",,"+62 896-5010-7281","Restoran Martabak","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Boga%20Sari%20Rasa&query_place_id=ChIJrxygIvnmaC4RHZovxHrVpmE","Restoran Martabak"
"Martabak Cihampelas","4.4","31","Jl. Cihampelas No.232","Kota Bandung","Jawa Barat","ID",,"+62 821-3300-3376","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Cihampelas&query_place_id=ChIJv5VsyljmaC4Re33uvcK-ZxY","Restoran Martabak"
"Martabak Bangka Terang Bulan","4.6","12","Jl. Cibeunying Kolot No.2","Kota Bandung","Jawa Barat","ID",,"+62 853-1811-4561","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bangka%20Terang%20Bulan&query_place_id=ChIJNZIXH6nnaC4RiIXyzjAKOWY","Restoran"
"Martabak Kejora Top Bandung","4.2","16","Jl. Khp Hasan Mustopa No.178","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Kejora%20Top%20Bandung&query_place_id=ChIJQVQULpTnaC4RWj5iWGN7IzQ","Restoran Martabak"
"Martabak Bangka @mey","4.5","33","Jl. Padasuka No.134A","Kota Bandung","Jawa Barat","ID",,"+62 857-9647-4307","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bangka%20%40mey&query_place_id=ChIJoV3UyZrnaC4R5Hr5j3--kE0","Restoran Martabak"
"Martabak Bangka Syamsir Kubang Asli","4.1","14","Jl. Cikutra Barat No.63","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bangka%20Syamsir%20Kubang%20Asli&query_place_id=ChIJ26ZjJK_naC4RyyfSrrXNWsw","Restoran Martabak"
"Angkringan 267 Cijerah Bandung","4.6","280","Jl. Raya Cijerah No.267","Kota Bandung","Jawa Barat","ID",,"+62 813-2000-6698","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20267%20Cijerah%20Bandung&query_place_id=ChIJOXzVFRjlaC4R8UgFC5jlXlc","Restoran Indonesia"
"Martabak Abadi","5","11","Jl. Ranca Bulan No.137","Kota Bandung","Jawa Barat","ID",,"+62 819-5959-6734","Restoran Martabak","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Abadi&query_place_id=ChIJ59yhRgDnaC4R4GcCK5SlDqE","Restoran Martabak"
"Martabak boga sari rasa 02","4.6","13","Jl. Supratman No.104","Kota Bandung","Jawa Barat","ID",,"+62 857-9700-7116","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20boga%20sari%20rasa%2002&query_place_id=ChIJH6yyMADnaC4R4eQAoBSu2YU","Restoran Martabak"
"COFFEE ANGKRINGAN Lesehan","4.2","23","Jl. A. Yani No.261","Kota Bandung","Jawa Barat","ID",,"+62 895-1018-7622","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=COFFEE%20ANGKRINGAN%20Lesehan&query_place_id=ChIJIZIXXUbnaC4RqB-gK85UEiI","Kafe"
"martabak parahyangan top bandung","4.3","10","4J2F+V8G, Jl. Puyuh","Kota Bandung","Jawa Barat","ID",,"+62 856-2483-3404","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=martabak%20parahyangan%20top%20bandung&query_place_id=ChIJ-70fgrfnaC4Rprm9vtA2pmo","Restoran Martabak"
"Martabak Lima 91","5","24","Jl. Ir. H. Juanda No.312","Kota Bandung","Jawa Barat","ID",,"+62 821-2137-2484","Toko Roti",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Lima%2091&query_place_id=ChIJF3U9szHnaC4RD-TYwtdReno","Toko Roti"
"Martabak Lucky","4.7","54","4J35+5VJ, Jl. Tamansari","Kota Bandung","Jawa Barat","ID",,"+62 857-2117-0908","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Lucky&query_place_id=ChIJ2ZEmq1rmaC4RFtH1g8gCFuo","Restoran Martabak"
"Martabak Pizza Orins Bandung","4.6","245","Graha Visi, Jalan Dipatiukur No. 68, B No.3 lt. 1","Kota Bandung","Jawa Barat","ID","https://www.martabakpizzaorins.com/","+62 822-1333-0404","Restoran Martabak","Toko kopi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Pizza%20Orins%20Bandung&query_place_id=ChIJG9ENZMTnaC4RN-vqu-rzeYc","Restoran Martabak"
"Martabak Lucky","4.7","70","Jl. Cigadung Selatan No.73","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Lucky&query_place_id=ChIJ25N4PAHnaC4RA285zGSsKpk","Restoran Martabak"
"MARTABAK ARMADA KRY","4.5","11","Jl. Ir. H. Juanda No.322","Kota Bandung","Jawa Barat","ID",,"+62 813-8003-6456","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MARTABAK%20ARMADA%20KRY&query_place_id=ChIJHzffYG3naC4R4tG8rbWHZN0","Restoran Martabak"
"Mie Kocok Karapitan","4.5","1215","Belakang Jl. Karapitan No.90","Kota Bandung","Jawa Barat","ID","https://instagram.com/miekocokkarapitan88?igshid=OGQ5ZDc2ODk2ZA==","+62 22 4208284","Restoran Mie","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Karapitan&query_place_id=ChIJ0U4GHILoaC4RrHHeXQ5SZVE","Restoran Mie"
"Martabak Pizza Orins Riau (Bandung)","4.9","90","Jl. L. L. R.E. Martadinata No.59","Kota Bandung","Jawa Barat","ID","https://martabakpizzaorins.com/","+62 822-1333-0404","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Pizza%20Orins%20Riau%20(Bandung)&query_place_id=ChIJ0aLvwkrnaC4RrcpGBswsd2k","Restoran Martabak"
