"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","url","categoryName"
"Pemancingan Saung Kemangi","4.5","550","Jl. Cipaku Indah X No.2, RW.4","Kota Bandung","Jawa Barat","ID","http://www.saungkemangi.com/","+62 821-7000-2720","Kolam Memancing","Tempat acara","Restoran Keluarga","Restoran Indonesia","Restoran Sunda",,,,,"https://www.google.com/maps/search/?api=1&query=Pemancingan%20Saung%20Kemangi&query_place_id=ChIJeVcrUsbmaC4Rp_Y9LiLoBzg","Kolam Memancing"
"Bunda Rumah Makan",,,"Jl. Kb. Bibit Sel. No.25","Kota Bandung","Jawa Barat","ID",,"+62 251 610323","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bunda%20Rumah%20Makan&query_place_id=ChIJNWRq5ETmaC4RM7h1oZSIzzQ","Restoran Sunda"
"Kiosk Foodmarket","4.2","861","Jl. Dr. Setiabudi No.46","Kota Bandung","Jawa Barat","ID","http://thekioskfoodmarket.blogspot.com/","+62 821-2871-7513","Pujasera","Kedai Sarapan","Restoran Indonesia","Restoran","Restoran Sunda",,,,,"https://www.google.com/maps/search/?api=1&query=Kiosk%20Foodmarket&query_place_id=ChIJuwuqgPTmaC4RypnEwlWsANk","Pujasera"
"Rumah Makan Pa Yana","4.5","60","Jl. Suparmin No.6","Kota Bandung","Jawa Barat","ID",,"+62 813-9497-0059","Restoran Keluarga",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Pa%20Yana&query_place_id=ChIJccwMLHDmaC4RhNkI--EorzM","Restoran Keluarga"
"Dapoer Pandan Wangi - DAGO","4.4","976","Jl. Dago No.356","Kota Bandung","Jawa Barat","ID",,"+62 22 32095012","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dapoer%20Pandan%20Wangi%20-%20DAGO&query_place_id=ChIJoVtamGPnaC4R3toCT5BDdnM","Restoran"
"Warteg Marga Jaya","4.2","9","Jl. Sekeloa No.21","Kota Bandung","Jawa Barat","ID",,"+62 819-0275-0372","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Marga%20Jaya&query_place_id=ChIJrVBEqFXmaC4RdA73dRdDNNI","Warung tegal"
"Sam's Strawberry Corner","4.4","1421","Jl. Ir. H. Juanda No.112","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/samsstrawberrycorner/","","Restoran Mie","Kafe","Restoran Sunda","Restoran Masakan Barat",,,,,,"https://www.google.com/maps/search/?api=1&query=Sam's%20Strawberry%20Corner&query_place_id=ChIJe7U3z_zmaC4RZu77cTS0zh0","Restoran Mie"
"Rumah Makan Mbah Yogyo","3","5","Jl. Rancabentang No.20","Kota Bandung","Jawa Barat","ID",,"+62 22 6037286","Restoran Sunda","Restoran Keluarga",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Mbah%20Yogyo&query_place_id=ChIJX9K5Ue7maC4RxCCv1M_Rl8o","Restoran Sunda"
"NgaBotram","4.9","24","Jl. Badak Singa No.6","Kota Bandung","Jawa Barat","ID",,"+62 815-6088-441","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NgaBotram&query_place_id=ChIJy_ydEBXnaC4RS3R7Z4nPXog","Restoran"
"Bandung City View 2 Blok E29","4","2","Bandung City View 2 Blok E29","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20City%20View%202%20Blok%20E29&query_place_id=ChIJ35-iw7ndaC4RVTov6qaD2mQ","Restoran"
"Warteg Satria","4.6","19","Jl. Singa Perbangsa No.103a","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Satria&query_place_id=ChIJoSh4e2fnaC4R26ATddxxYPw","Warung tegal"
"Nyouppang Bandung",,,"Jl. Atput II No.13","Kota Bandung","Jawa Barat","ID",,"+62 811-1632-604","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nyouppang%20Bandung&query_place_id=ChIJCcbDLMDnaC4RLh5MRzYoYvY","Restoran"
"Pesta Pizza (Bandung Era Sentra Talenta. PT)",,,"Surapati Core, Graha DFI, JL. Penghulu Haji Hasan Mustopa Grand No.39 2nd Floor","Kota Bandung","Jawa Barat","ID",,"+62 898-9088-881","Restoran Pizza",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pesta%20Pizza%20(Bandung%20Era%20Sentra%20Talenta.%20PT)&query_place_id=ChIJIT9U3ZPnaC4RO1rFSTkEy1Q","Restoran Pizza"
"CV. SIMAS NGASEL GROUP (Cabang Ujung Berung) Bandung",,,"Jl. Cigiringsing, RT.06/RW.04","Kota Bandung","Jawa Barat","ID",,"+62 857-9730-8627","Kedai Bakpao",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CV.%20SIMAS%20NGASEL%20GROUP%20(Cabang%20Ujung%20Berung)%20Bandung&query_place_id=ChIJA8MRTk3daC4RmdKLzOV4xys","Kedai Bakpao"
"Warteg Brebes 21","4.5","4","Jl. Sersan Bajuri No.29","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Brebes%2021&query_place_id=ChIJtR31TrfmaC4RZhDblbypWN4","Warung tegal"
"Warteg Cahaya","4.5","27","Jl. Gegerkalong Tengah No.79","Kota Bandung","Jawa Barat","ID",,"+62 878-2461-1653","Kedai Sarapan & Makan Siang","Kedai Sarapan","Warung tegal",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Cahaya&query_place_id=ChIJ8Vdqey3naC4RiWVUdvlyIjs","Kedai Sarapan & Makan Siang"
"Warteg Bahari","5","2","Jl. Prof. drg. Soeria Soemantri No.71","Kota Bandung","Jawa Barat","ID",,"+62 856-4257-2850","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari&query_place_id=ChIJZ5LOPYfmaC4Rk4uT7mHeo1g","Warung tegal"
"Warung Nasi Tegal",,,"Jl. Gegerkalong Hilir No.168","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJ81lOpJjmaC4RbupCxEgkAUI","Restoran"
"Warteg Sederhana","4.3","36","4HRW+52C, Jl. Dr. Setiabudi","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa","Restoran Padang",,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sederhana&query_place_id=ChIJVa0U_rjmaC4RJ2wg-Vxf4KQ","Warung tegal"
"Warteg Podomoro","4.7","50","Jl. Ciheulang No.233","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Podomoro&query_place_id=ChIJAzISZVXmaC4RIFZ0qKSERrc","Warung tegal"
"Pepes panaragan nasi tim padasuka","4.9","8","Jl. Jatihandap No.27","Kota Bandung","Jawa Barat","ID",,"+62 857-7332-2904","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pepes%20panaragan%20nasi%20tim%20padasuka&query_place_id=ChIJU3pTB47naC4R6ukAC1zJZ9M","Restoran Sunda"
"Warteg Tenda Biru","4.7","6","4J25+2F7, Gg. Panca Indra","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Tenda%20Biru&query_place_id=ChIJobiLnUXmaC4RA7BNaxhUheQ","Warung tegal"
"Roti Bakar Panjo, Teuku Umar","4.8","573","PKL Teuku Umar, Jl. Teuku Umar","Kota Bandung","Jawa Barat","ID",,"+62 895-7082-55800","Restoran roti bakar","Toko Roti","Restoran Martabak",,,,,,,"https://www.google.com/maps/search/?api=1&query=Roti%20Bakar%20Panjo%2C%20Teuku%20Umar&query_place_id=ChIJl7tw6RDnaC4RgVEYxCfkXZc","Restoran roti bakar"
"Rumah Makan Khas Sunda Saung Krisna","4","1","4H9G+3G4, Jl. Sariwangi","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Khas%20Sunda%20Saung%20Krisna&query_place_id=ChIJO8GKOoLmaC4RZAsYrCDPD9c","Restoran Sunda"
"Warteg Maju Jaya","4.2","18","4J6G+C8W, Jl. Sadang Serang","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Maju%20Jaya&query_place_id=ChIJeyW5SqrnaC4RYUPEqrPKflo","Warung tegal"
"Warteg","4.9","7","Jl. Babakan Jeruk 1 No.72","Kota Bandung","Jawa Barat","ID",,"+62 812-9102-1869","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg&query_place_id=ChIJpfxynX3maC4RVF-ljXh1JSU","Warung tegal"
"Warteg Bagja","4.7","11","Jl. Gegerkalong Wetan No.42","Kota Bandung","Jawa Barat","ID",,"+62 859-5627-2660","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bagja&query_place_id=ChIJFR93wKPmaC4RJX83LsFpMS4","Warung tegal"
"Warteg Sami Asih Dua","5","2","4HJR+4FH, Jl. Gegerkalong Tengah","Kota Bandung","Jawa Barat","ID",,"+62 857-2341-8765","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sami%20Asih%20Dua&query_place_id=ChIJN5QEfZbmaC4Re7EwoIZMdCk","Warung tegal"
"Warteg Tegal Bahari","4.4","8","Jl. Cibogo No.84","Kota Bandung","Jawa Barat","ID",,"+62 819-0243-5270","Restoran Jawa Tengah","Warung tegal",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Tegal%20Bahari&query_place_id=ChIJ-XzrGIHmaC4RSQ1C-VgpBUw","Restoran Jawa Tengah"
"Rumah Makan Khas Sunda",,,,"Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Khas%20Sunda&query_place_id=ChIJ8yGNs7nmaC4RnoE1TCpbpms","Restoran Sunda"
"Warteg Makmur Jaya Gegerkalong","4.6","10","Jl. Gegerkalong Girang No.47","Kota Bandung","Jawa Barat","ID",,"+62 857-2019-7910","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Makmur%20Jaya%20Gegerkalong&query_place_id=ChIJSZkDLrzmaC4R3M6BhFBhBM4","Warung tegal"
"Sate Kambing Muda Khas Tegal Hj Muthmainnah","4.4","338","Jl. Dr. Djunjunan No.150","Kota Bandung","Jawa Barat","ID",,"+62 22 2011441","Restoran Sate",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Kambing%20Muda%20Khas%20Tegal%20Hj%20Muthmainnah&query_place_id=ChIJL1XQZ3zmaC4RVpcjEQzlAzg","Restoran Sate"
"Warteg Ibu Umi Bahari","4.7","44","4H8G+9V4, Jl. Cibogo kel, RT.02/RW.03","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Ibu%20Umi%20Bahari&query_place_id=ChIJC4kpg8PnaC4ROkQp37h86oU","Warung tegal"
"Fat Phó • Ranggamalela","4.7","1360","Jl. Ranggamalela No.15","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/fat.pho/","+62 878-2100-2001","Restoran","Restoran Asia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fat%20Ph%C3%B3%20%E2%80%A2%20Ranggamalela&query_place_id=ChIJT84uj4fnaC4RJU-OsYI3KBo","Restoran"
"Warteg Mega Jaya Bahari","4.5","19","Jl. Budi No.5, RT.03/RW.3","Kota Bandung","Jawa Barat","ID",,"+62 22 6652733","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Mega%20Jaya%20Bahari&query_place_id=ChIJGwlxXMzlaC4RaU15QYwNrxI","Warung tegal"
"Warteg BAHARI teh Dini","5","1","Jl. Prof. drg. Soeria Soemantri No.44","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20BAHARI%20teh%20Dini&query_place_id=ChIJzSJi_O7naC4RoB4iuBtFvaw","Warung tegal"
"Warung Hayam Kuring",,,"Jl. Dr. Setiabudi Unpas Setiabudhi No.193","Kota Bandung","Jawa Barat","ID",,"+62 878-2574-4483","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Hayam%20Kuring&query_place_id=ChIJfez-CL7maC4R-hNCR-7Ro98","Restoran Sunda"
"toko kue risola",,,"3PX6+H5F","Kota Bandung","Jawa Barat","ID",,"+62 817-0205-703","Konsultan Kesehatan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=toko%20kue%20risola&query_place_id=ChIJA8Yf1R7daC4RbGMifKU7bhg","Konsultan Kesehatan"
"Agaw pastry",,,"Komplek giri mande B1 no. 9","Kota Bandung","Jawa Barat","ID",,"+62 877-3096-3203","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Agaw%20pastry&query_place_id=ChIJCW5uUEHdaC4Rt0zu48c2t0I","Toko Kue"
"Warteg Budi Asih 2","4.1","51","Jl. Dr. Setiabudi No.103 B","Kota Bandung","Jawa Barat","ID",,"+62 857-9414-8962","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Budi%20Asih%202&query_place_id=ChIJ1_avcZTmaC4RWN4FZtX849Y","Warung tegal"
"Ayam Goreng Suharti Cipaganti","4.4","2302","Jl. Cipaganti No.171","Kota Bandung","Jawa Barat","ID","http://ayamgorengsuharti.com/","+62 22 2038677","Restoran Masakan Ayam","Restoran Indonesia","Restoran Jawa","Restoran Sunda",,,,,,"https://www.google.com/maps/search/?api=1&query=Ayam%20Goreng%20Suharti%20Cipaganti&query_place_id=ChIJw8fPU_TmaC4RdcA8l-HBVdc","Restoran Masakan Ayam"
"Risols acan","5","2","Gg. Kancah Nangkub 1 No.48","Kota Bandung","Jawa Barat","ID",,"+62 857-2352-0323","Produsen makanan","Toko Kue",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Risols%20acan&query_place_id=ChIJWW6Zn4bnaC4R_pn_F483K4A","Produsen makanan"
"Warteg linggamas","4.9","8","Jl. Ciheulang No.231","Kota Bandung","Jawa Barat","ID",,"+62 895-3581-93950","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20linggamas&query_place_id=ChIJF-FqX17naC4RYlnry2T8DuE","Warung tegal"
"TOKO KUE BASAH BUNGA GANGGA",,,"Jl. Jatihandap No.40, RT.03/RW.05 kelurahan mandalajati","Kota Bandung","Jawa Barat","ID",,"+62 878-8812-5955","Toko Makanan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TOKO%20KUE%20BASAH%20BUNGA%20GANGGA&query_place_id=ChIJx-qHERDnaC4R6AK-LSgIZ_4","Toko Makanan"
"Daifuku_Mocchii","5","1","komplek BANDUNG City View, Jl. Pasir Impun pertigaan No.1","Kota Bandung","Jawa Barat","ID",,"+62 882-3303-4663","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Daifuku_Mocchii&query_place_id=ChIJ_W2AZtjdaC4RiUcnsMoh9M8","Toko Kue"
"Happy Kitchen Bandung",,,"Jl. Tugu Asri No.40192 III no C1","Kota Bandung","Jawa Barat","ID",,"+62 817-6030-328","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Happy%20Kitchen%20Bandung&query_place_id=ChIJY0xJa5rnaC4R4eIWHdnu5E8","Toko Kue"
"Allsnackbandung","4.9","18","Jl. Ciparumpung","Kota Bandung","Jawa Barat","ID",,"+62 895-3338-08604","Toko","Toko Cokelat","Toko makanan beku",,,,,,,"https://www.google.com/maps/search/?api=1&query=Allsnackbandung&query_place_id=ChIJ6_iNGZXnaC4Rd6ICahRi518","Toko"
"Warteg Bahari","4.8","6","4H9G+3HF, Jl. Sariwangi","Kota Bandung","Jawa Barat","ID",,"+62 896-8883-3096","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari&query_place_id=ChIJybzXXh7kaC4RglzL_4SBx8E","Warung tegal"
"Goldie Kookie - Custom Korean Cake , Birthday Cake , Basque Burnt Cheesecake, Fudgy Brownies, Soft Baked Cookies","5","2","Jalan pasirturi 22a, sukaluyu","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/bakedbygoldie_?igsh=aGVjbWFubzM1NHNh&utm_source=qr","+62 888-2256-317","Toko Roti","Toko Kue",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goldie%20Kookie%20-%20Custom%20Korean%20Cake%20%2C%20Birthday%20Cake%20%2C%20Basque%20Burnt%20Cheesecake%2C%20Fudgy%20Brownies%2C%20Soft%20Baked%20Cookies&query_place_id=ChIJ370xOADnaC4RiXBy048fLDA","Toko Roti"
"Aneka kue basah Sari Rasa","5","3","Jl. Sekebunar","Kota Bandung","Jawa Barat","ID","https://wa.me/6282319855530","+62 895-2053-2206","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aneka%20kue%20basah%20Sari%20Rasa&query_place_id=ChIJobdoNQDdaC4Rcn6N8i4X1SY","Toko Roti"
"Pillow Cake Dago","3.9","60","Jl. Ir. H. Juanda No.81","Kota Bandung","Jawa Barat","ID",,"+62 821-2101-5131","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pillow%20Cake%20Dago&query_place_id=ChIJYZhjLMDnaC4RAlSuGfhdQLY","Toko Roti"
"Toko Tengah","2.5","13","Jl. Ir. H. Juanda No.130c 130c","Kota Bandung","Jawa Barat","ID",,"+62 812-2146-9849","Toko Peralatan dan Bahan Kue","Toko Kue",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Tengah&query_place_id=ChIJ96z8I_nmaC4RyMtjzAA9NiU","Toko Peralatan dan Bahan Kue"
"Toko Kue Klinik Lapar","3.6","17","Gg. Kubang Selatan 1 No.6","Kota Bandung","Jawa Barat","ID",,"+62 878-7908-2295","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kue%20Klinik%20Lapar&query_place_id=ChIJsT87OFTmaC4RNfOEdQh5xqI","Toko Kue"
"Rumah Makan Basuo Juo","4.2","6","Jl. Gegerkalong Girang No.95","Kota Bandung","Jawa Barat","ID",,"+62 822-1888-4807","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Basuo%20Juo&query_place_id=ChIJE05-i7zmaC4RYTPnoRDjVYA","Restoran Sunda"
"Toko Kue Asri Rasa || Aneka Kue, Jajanan Pasar, Snack Box","5","8","Jl. Cigadung Raya Barat No.33","Kota Bandung","Jawa Barat","ID",,"+62 878-4847-0105","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kue%20Asri%20Rasa%20%7C%7C%20Aneka%20Kue%2C%20Jajanan%20Pasar%2C%20Snack%20Box&query_place_id=ChIJIaMOYgTnaC4RQYcpN4MPwYc","Toko Kue"
"KOPAKA BRIDAL & CAKE","4.6","89","Jl. Maulana Yusuf No.17","Kota Bandung","Jawa Barat","ID",,"+62 22 4262536","Perencana Pernikahan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KOPAKA%20BRIDAL%20%26%20CAKE&query_place_id=ChIJvXNh3U7maC4RKBh0K0H77ms","Perencana Pernikahan"
"Angkringan Sunda","4.5","13","Jl. Tubagus Ismail No.79","Kota Bandung","Jawa Barat","ID",,"+62 812-1466-5328","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Sunda&query_place_id=ChIJv_RmL6znaC4RxbTbESRL-3k","Restoran Sunda"
"Cupcake 4d Bandung","5","1","4H6V+P2H","Kota Cimahi","Jawa Barat","ID",,"+62 831-3821-6376","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cupcake%204d%20Bandung&query_place_id=ChIJSwScnrvlaC4Rg1L-K6IHH-g","Toko Kue"
"Harum Manis","4.7","18","4H3W+HRX, JLSukajadi","Kota Bandung","Jawa Barat","ID",,"+62 813-2208-5467","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Harum%20Manis&query_place_id=ChIJf-zfj2fmaC4RPwanPFr6sOY","Toko Roti"
"Crispyku Padasuka Bandung","5","1","Jl. Padasuka No.89","Kota Bandung","Jawa Barat","ID",,"+62 857-2305-4194","Restoran takeaway ayam goreng",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crispyku%20Padasuka%20Bandung&query_place_id=ChIJ-XAetZrnaC4REGlqvaPQkcE","Restoran takeaway ayam goreng"
"Brownies Bandung","4.8","4","Jl. Dr. Setiabudi No.1031","Kota Bandung","Jawa Barat","ID",,"+62 22 2042231","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Brownies%20Bandung&query_place_id=ChIJrRiTa5TmaC4REMhFvlx-3Jw","Toko Kue"
"BATAGOR ANDIN Gerbang Kompleks Taman Melati, RT.1 /RW.14, Desa Cikadut, Cimeunyan","4.5","19","komplek taman melati rt","Kabupaten Bandung","Jawa Barat","ID",,"+62 818-0269-8782","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BATAGOR%20ANDIN%20Gerbang%20Kompleks%20Taman%20Melati%2C%20RT.1%20%2FRW.14%2C%20Desa%20Cikadut%2C%20Cimeunyan&query_place_id=ChIJcywuh-DdaC4R9ttSxAXy1e0","Restoran Sunda"
"Pepes Tasik","4.2","33","Jl. Pasir Impun No.3","Kota Bandung","Jawa Barat","ID",,"+62 813-2263-8506","Restoran Sunda","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pepes%20Tasik&query_place_id=ChIJBQfA7WTdaC4RLahH--_Xrqg","Restoran Sunda"
"WARUNG BU NYAI MASAKAN SUNDA & AYAM GORENG",,,"Jl. Sukawarna No.12","Kota Bandung","Jawa Barat","ID",,"","Restoran cepat saji","Restoran takeaway ayam goreng","Restoran Sunda",,,,,,,"https://www.google.com/maps/search/?api=1&query=WARUNG%20BU%20NYAI%20MASAKAN%20SUNDA%20%26%20AYAM%20GORENG&query_place_id=ChIJ2RLl3qLnaC4Rs2s71qL4nCo","Restoran cepat saji"
"Warteg Berkah","5","4","4HRW+GJJ, Jl. Sersan Surip No.148/169","Kota Bandung","Jawa Barat","ID",,"+62 812-1636-8059","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Berkah&query_place_id=ChIJXc3bZ7jmaC4RfN9AYD79Oy8","Warung tegal"
"Bronice",,,"Komp.bandung city view No.16","Kota Bandung","Jawa Barat","ID",,"+62 814-1024-4037","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bronice&query_place_id=ChIJXS5PWmzdaC4RpIMwknioaEg","Toko Kue"
"Warteg Bahari (Ibu Tati) Cilandak","4.2","34","4HFJ+74Q, Jl. Sariasih","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari%20(Ibu%20Tati)%20Cilandak&query_place_id=ChIJu4FLWZvmaC4R26n15ym4Uro","Warung tegal"
"Warteg Maju Jaya","4.8","26","Jl. Sekeloa Tengah No.3","Kota Bandung","Jawa Barat","ID",,"+62 895-6017-49935","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Maju%20Jaya&query_place_id=ChIJn1zBpDnnaC4R1lKgPTxoBfY","Warung tegal"
"Warteg Pengkolan","4.7","11","Jl. Gagak No.95","Kota Bandung","Jawa Barat","ID",,"+62 877-4995-7278","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Pengkolan&query_place_id=ChIJd-IcPLLnaC4ROcfEdmg5fFs","Warung tegal"
"Warteg Bahari","4.2","12","Jl. Dr. Djunjunan No.150","Kota Bandung","Jawa Barat","ID",,"+62 857-2135-8321","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari&query_place_id=ChIJEyrGb3zmaC4RtxqDA4IDjl4","Warung tegal"
"Warteg Nurjannah","4.5","22","Jl. Gegerkalong Hilir No.168A","Kota Bandung","Jawa Barat","ID",,"+62 895-3128-9044","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Nurjannah&query_place_id=ChIJn0FMpJjmaC4RuqBtHHo6cSU","Warung tegal"
"Warteg Maju Jaya 2","4.3","74","Jl. Tubagus Ismail Dalam No.20","Kota Bandung","Jawa Barat","ID",,"+62 895-6017-49935","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Maju%20Jaya%202&query_place_id=ChIJScwL-FXmaC4RckQ5uE6rnE0","Warung tegal"
"Warung Nasi Tegal Usus Sami Asih","4.7","6","Jl. Pelesiran No.54","Kota Bandung","Jawa Barat","ID",,"+62 857-2057-6031","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal%20Usus%20Sami%20Asih&query_place_id=ChIJnV8jllDmaC4RfdkVaTXmfhQ","Warung nasi"
"Toko Kue Alakita","4","2","Jl. Sukajadi No.9C","Kota Bandung","Jawa Barat","ID",,"+62 852-2264-5300","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kue%20Alakita&query_place_id=ChIJkYJShWfmaC4R0aEGhagGoUM","Toko Kue"
"Warung Nasi Tegal *A-J","5","1","Jl. Cikutra Barat No.140","Kota Bandung","Jawa Barat","ID",,"+62 858-6305-0621","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal%20*A-J&query_place_id=ChIJQXGyAaznaC4RX-dmgF06KUs","Warung nasi"
"WARTEG SIMPANG DAGO","4.2","72","Jl. Ir. H. Juanda No.172","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WARTEG%20SIMPANG%20DAGO&query_place_id=ChIJl27P6qvnaC4RDdUa9_MZiwc","Warung tegal"
"Warteg Sederhana","4.5","60","Gg. Gagak V","Kota Bandung","Jawa Barat","ID",,"+62 821-1547-4242","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Sederhana&query_place_id=ChIJi_08ALPnaC4RhpywR5FD3kI","Warung tegal"
"Warteg Bj","4.6","21","4HPQ+GWC, Jl. Gegerkalong Girang","Kota Bandung","Jawa Barat","ID",,"+62 878-2309-5061","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bj&query_place_id=ChIJDWPPWrzmaC4RXtg8CK9EG9I","Warung tegal"
