"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Laundry Zone","4.8","113","Jl. Mekar Agung No.157B","Kota Bandung","Jawa Barat","ID",,"+62 896-8307-3111","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Zone&query_place_id=ChIJPYq1Fu7oaC4Rf5UeGCvxP34","Layanan Binatu"
"Chingu Laundry Cikutra","4.8","239","Jl. Cigadung Raya Timur No.72","Kota Bandung","Jawa Barat","ID","http://chingu-laundry.com/","+62 811-2008-1012","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Cikutra&query_place_id=ChIJeX2jDOLnaC4RZUaw_BbgwXY","Layanan Binatu"
"Laundry Si-Kinclong: Laundry Berbasis Kiloan di Metro Margahayu Bandung","4.7","66","Jl. Tata Surya No.58","Kota Bandung","Jawa Barat","ID",,"+62 812-2463-4257","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Si-Kinclong%3A%20Laundry%20Berbasis%20Kiloan%20di%20Metro%20Margahayu%20Bandung&query_place_id=ChIJO2538yrpaC4R-AbHzBkncNM","Layanan Binatu"
"Strawberry Salon Cikutra (Beauty Bar)","3.7","18","Jl. Cikutra","Kota Bandung","Jawa Barat","ID",,"+62 822-6190-2778","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawberry%20Salon%20Cikutra%20(Beauty%20Bar)&query_place_id=ChIJoV9dsQ7naC4RvhYlRu-2aY8","Salon Rambut"
"One Salon By Wawan","4.7","74","Jl. Waspada No.18","Kota Bandung","Jawa Barat","ID",,"+62 818-0906-7654","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=One%20Salon%20By%20Wawan&query_place_id=ChIJRwAjd17maC4RYUEhQG1zjY4","Salon Kecantikan"
"Han's","3.8","32","Jl. Gegerkalong Girang No.43","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@hanssalon.id","+62 22 2004445","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Han's&query_place_id=ChIJDWQV87zmaC4R13oNl5nZnIE","Salon Kecantikan"
"Indo Express Laundry (Summarecon)","4.8","37","2MRQ+HHG","Kota Bandung","Jawa Barat","ID","http://indolaundry.id/","+62 817-217-862","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Laundry%20(Summarecon)&query_place_id=ChIJ_Qy1-SnDaC4RTyRahuAJrCE","Binatu"
"Durrani Printing Indonesia",,,"Jl. Nuansa Valley Regency No.14 Blok C","Kota Bandung","Jawa Barat","ID",,"+62 817-9239-715","Percetakan Komersial",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Durrani%20Printing%20Indonesia&query_place_id=ChIJR1WUESHdaC4RwnWgTme_ZfE","Percetakan Komersial"
"Strawberrysalonciumbuleuit","3.8","42","Jl. Ciumbuleuit No.43","Kota Bandung","Jawa Barat","ID",,"+62 821-2926-2293","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawberrysalonciumbuleuit&query_place_id=ChIJc3CkUwDnaC4RR4Bll1LK4Rk","Salon Kecantikan"
"DR Laundry Express","4.2","250","Jl. Tubagus Ismail No.78","Kota Bandung","Jawa Barat","ID","https://drlaundryexpress.com/","+62 818-1883-1993","Binatu","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=DR%20Laundry%20Express&query_place_id=ChIJ72biCojnaC4RZLB0cVp3x-k","Binatu"
"Chingu Laundry Express Asia Afrika (Antar Jemput Bandung)","4.9","122","Jl. Pasundan No.27, RT.002/RW.004","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-asia-afrika/","+62 811-2223-0223","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Asia%20Afrika%20(Antar%20Jemput%20Bandung)&query_place_id=ChIJt3brkHHnaC4RnEBCgOPzAtc","Layanan Binatu"
"Laundry Lengkong Besar","4.5","87","Seberang Hotel Mercure, Jl. Lengkong Besar No.49A","Kota Bandung","Jawa Barat","ID",,"+62 812-2333-773","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Lengkong%20Besar&query_place_id=ChIJ3f6JrybnaC4R6qzHRdk6MVo","Layanan Binatu"
"Dicky salon & beauty","4.8","23","Jl. Sadang Tengah","Kota Bandung","Jawa Barat","ID",,"+62 821-1999-9806","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dicky%20salon%20%26%20beauty&query_place_id=ChIJZZogLrvnaC4RVEUGigYzP7o","Salon Kecantikan"
"hairzonetyle Bandung","5","2508","Sebelah Mega Pertstore Jl. Leuwi Panjang No.15a RUKO MUARA REGENCY","Kota Bandung","Jawa Barat","ID",,"+62 822-4677-8630","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=hairzonetyle%20Bandung&query_place_id=ChIJoyfi3N_paC4RDeskJyRlnL0","Salon Kecantikan"
"Strawbery Salon","4.3","540","Jl. Abdul Rahman Saleh","Kota Bandung","Jawa Barat","ID",,"+62 831-0983-3642","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawbery%20Salon&query_place_id=ChIJMYf7lXLmaC4Rl-mvz28Wyus","Salon Rambut"
"Heartspa Salon & Reflexology","4.2","84","Jl. Mundinglaya No.4","Kota Bandung","Jawa Barat","ID",,"+62 22 2501939","Spa","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Heartspa%20Salon%20%26%20Reflexology&query_place_id=ChIJXQCn5U_maC4RVWGIjwt_Yqw","Spa"
"Ay-ay Hair Beauty Salon","4.8","70","Jl. Mekar Agung No.53A","Kota Bandung","Jawa Barat","ID",,"+62 877-2245-6808","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ay-ay%20Hair%20Beauty%20Salon&query_place_id=ChIJp9lb8fPoaC4R8JB_6D9lnbk","Salon Rambut"
"Alevia Curly Hair-Friendly Salon","4.9","93","Jl. Badak Singa No.6","Kota Bandung","Jawa Barat","ID","https://instagram.com/aleviasalon","+62 815-8819-395","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alevia%20Curly%20Hair-Friendly%20Salon&query_place_id=ChIJ24Z_AUrnaC4R_xkVtIW3hwk","Salon Kecantikan"
"Laundry Zone Batununggal","4.9","58","Ruko, Jl. Batununggal Indah Raya No.65","Kota Bandung","Jawa Barat","ID","https://laundryzone.id/","+62 896-3045-6868","Layanan Binatu","Binatu Cucian Kering","Binatu",,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Zone%20Batununggal&query_place_id=ChIJVwO2VtbpaC4RM0rQGbRBHWo","Layanan Binatu"
"La Capelli Salon","4.8","24","Jl. Kurdi Tim. No.3","Kota Bandung","Jawa Barat","ID",,"+62 22 5207645","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Capelli%20Salon&query_place_id=ChIJUeli25PoaC4R-l_b5w4nWsA","Salon Kecantikan"
"Leny Salon","4.7","30","Jl. Cikaso No.51","Kota Bandung","Jawa Barat","ID",,"+62 812-2131-8222","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Leny%20Salon&query_place_id=ChIJxRpQbMbnaC4RsRcJul-vv98","Salon Kecantikan"
"Amarra Beauty bar","4.8","518","Jl. Mekar Agung No.19","Kota Bandung","Jawa Barat","ID",,"+62 851-9922-7062","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amarra%20Beauty%20bar&query_place_id=ChIJ0xzosljpaC4RDzHq4hgWnRg","Salon Kecantikan"
"Laundry Club Hotel 10","4.9","308","Jl. Buah Batu No.81","Kota Bandung","Jawa Barat","ID","http://bit.ly/customer_laundryclub_hotel10","+62 851-7517-5029","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Hotel%2010&query_place_id=ChIJR2QsNQDpaC4RSnn7DcE0Gx0","Layanan Binatu"
"Cuci Laundry Cijagra","4.8","26","Jl. Cijagra No.18A","Kota Bandung","Jawa Barat","ID",,"+62 812-2188-8899","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuci%20Laundry%20Cijagra&query_place_id=ChIJmY0Md8rpaC4RQOzpUT92tzo","Layanan Binatu"
"Laundry kilat ,laundry kiloan ,laundry satuan ,laundry sepatu , laundry treatment,laundry hotel(laundry white klin bdg)","4.9","201","Jl. Kembang Sapatu No.39","Kota Bandung","Jawa Barat","ID","https://wa.me/82130635990","+62 821-3063-5990","Binatu Cucian Kering","Pemasok Parfum dan Aroma untuk Makanan","Binatu","Layanan Binatu","Toko Parfum","Reparasi Mesin Cuci & Pengering",,,"https://www.google.com/maps/search/?api=1&query=Laundry%20kilat%20%2Claundry%20kiloan%20%2Claundry%20satuan%20%2Claundry%20sepatu%20%2C%20laundry%20treatment%2Claundry%20hotel(laundry%20white%20klin%20bdg)&query_place_id=ChIJhXRyeS7naC4R5fNoKm8nE7U","Binatu Cucian Kering"
"Speed Laundry (Cabang)Free Pick Up & Delivery","3.8","10","Jl. Bagusrangin No.1A, RW.50","Kota Bandung","Jawa Barat","ID",,"+62 838-2029-9190","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Speed%20Laundry%20(Cabang)Free%20Pick%20Up%20%26%20Delivery&query_place_id=ChIJm2sFw0bmaC4RREP26NMd9fQ","Binatu"
"aRBee Salon Spa","4.4","154","Jl. Mars Sel. No.3","Kota Bandung","Jawa Barat","ID",,"+62 813-2046-4779","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=aRBee%20Salon%20Spa&query_place_id=ChIJf1k3AiLoaC4RX3k_CWGBvLs","Salon Kecantikan"
"Heaven men & woman Salon","5","27","Ruko Pelangi, Jl. Terusan Jakarta No.2 no.2","Kota Bandung","Jawa Barat","ID",,"+62 821-1797-7969","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heaven%20men%20%26%20woman%20Salon&query_place_id=ChIJdTkqJzHnaC4Rl5-QedbqAuU","Salon Kecantikan"
"B&D Araya Laundry","4","74","seberang Ardan Hotel, Jl. Sederhana No.49","Kota Bandung","Jawa Barat","ID",,"+62 813-8159-2892","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=B%26D%20Araya%20Laundry&query_place_id=ChIJI7Bg7F3maC4RY0NrMh7l7Nk","Binatu"
"Beloved Beauty Salon","4.8","30","Jl. Raya Kopo No.140 lantai 2","Kota Bandung","Jawa Barat","ID",,"+62 822-1888-8595","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beloved%20Beauty%20Salon&query_place_id=ChIJVVVa2FXmaC4RVzEcsD_zhlk","Salon Kecantikan"
"The Daily Wash Laundry Sukaluyu","4.7","34","Jl. Rereng Wulung No.32","Kota Bandung","Jawa Barat","ID",,"+62 856-2438-7900","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Daily%20Wash%20Laundry%20Sukaluyu&query_place_id=ChIJY3LzjcfnaC4R3xMJbYq4QEs","Binatu"
"CB Laundry and Shoes Care Outlet Kebon Kawung (Layanan Laundry Express & Antar Jemput)","4.6","54","Jl. Kebon Kawung No.27","Kota Bandung","Jawa Barat","ID","https://linktr.ee/cblaundry21","+62 822-2100-9295","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=CB%20Laundry%20and%20Shoes%20Care%20Outlet%20Kebon%20Kawung%20(Layanan%20Laundry%20Express%20%26%20Antar%20Jemput)&query_place_id=ChIJtdNYR_nnaC4RUolbV1Avoro","Binatu"
"First Clean Laundry for Hotel","5","35","Jl. Cigadung Kaler IV No.5","Kota Bandung","Jawa Barat","ID",,"+62 857-9797-8343","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=First%20Clean%20Laundry%20for%20Hotel&query_place_id=ChIJLVLdP1PnaC4Rhz1MST6orSM","Layanan Binatu"
"Jois Salon","4.3","251","Jl. PSM No.26","Kota Bandung","Jawa Barat","ID",,"+62 821-1679-1454","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jois%20Salon&query_place_id=ChIJLe8ctQroaC4RpoF_z3KNHAI","Salon Kecantikan"
"Iwan Salon","4.5","81","Jl. Sunda No.47","Kota Bandung","Jawa Barat","ID",,"+62 895-7064-49040","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Iwan%20Salon&query_place_id=ChIJgcj1CC7maC4RUhgzlx-QQlY","Salon Kecantikan"
"Laundry & Dry Clean Fresh","5","3","3JXM+J65, Sukaluyu Jl. Terusan Brigjen Katam","Kabupaten Bandung","Jawa Barat","ID",,"+62 22 7204868","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20%26%20Dry%20Clean%20Fresh&query_place_id=ChIJW2WdqLDnaC4RiE-6G4qAj-A","Binatu"
"AB Salon & Barber","4.8","20","Jl. Siti Munigar","Kota Bandung","Jawa Barat","ID",,"+62 822-2226-0203","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AB%20Salon%20%26%20Barber&query_place_id=ChIJW18tuyDmaC4RBalwPe16BwA","Salon Kecantikan"
"Mida Salon & Spa","3.6","273","Jl. Kb. Gedang No.40","Kota Bandung","Jawa Barat","ID",,"+62 812-2375-0555","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mida%20Salon%20%26%20Spa&query_place_id=ChIJjXyiid_naC4R4nIliY1TczA","Salon Kecantikan"
"MILi Digital Londri (Laundry Self Service)","4.9","77","Jl. Cikutra No.228","Kota Bandung","Jawa Barat","ID","https://instagram.com/milidigitallondri?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D","+62 878-4113-0013","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MILi%20Digital%20Londri%20(Laundry%20Self%20Service)&query_place_id=ChIJTygvSsznaC4RbVDzBx186yk","Binatu"
"Cleanlite Laundry Bandung","4.2","59","Jl. Cibeunying Kolot No.26","Kota Bandung","Jawa Barat","ID",,"+62 899-6173-360","Binatu","Pemasok peralatan binatu yang dioperasikan dengan koin",,,,,,,"https://www.google.com/maps/search/?api=1&query=Cleanlite%20Laundry%20Bandung&query_place_id=ChIJH1qAwnfnaC4RHXh5_oBwy74","Binatu"
"Lentera Beauty Salon & Spa Cabang Caheum","4","43","Jl. Khp Hasan Mustopa No.98","Kota Bandung","Jawa Barat","ID",,"+62 899-9254-530","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lentera%20Beauty%20Salon%20%26%20Spa%20Cabang%20Caheum&query_place_id=ChIJN7e5Wa_DaC4RTSw0Q2hAdcQ","Salon Kecantikan"
"Luvale Salon & Barber","4.9","62","Jl. Kihiur No.10","Kota Bandung","Jawa Barat","ID",,"+62 819-1110-7181","Salon Rambut","Tempat Cukur Rambut","Penata Rambut",,,,,,"https://www.google.com/maps/search/?api=1&query=Luvale%20Salon%20%26%20Barber&query_place_id=ChIJja8yn-3naC4Ru-LIcQFsPnw","Salon Rambut"
"Roger's Salon Dago","4.4","366","Jl. Ir. H. Juanda No.97","Kota Bandung","Jawa Barat","ID","http://www.rogersalon.com/","+62 22 2502662","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roger's%20Salon%20Dago&query_place_id=ChIJ_8sDJFHmaC4Rt87pGxj7HHw","Salon Kecantikan"
"Ling Ling","4.7","9","Ruko setrasari plaza 2, Jl. Setrawangi No. a15","Kota Bandung","Jawa Barat","ID",,"+62 813-1341-7638","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ling%20Ling&query_place_id=ChIJNS7bq5rmaC4RHfKKlxUh7b0","Salon Kecantikan"
"Coffeelaundre Pasteur","4.9","35","Jl. Dr. Djunjunan No.5A","Kota Bandung","Jawa Barat","ID","http://www.coffeelaundre.com/","+62 822-2686-8383","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coffeelaundre%20Pasteur&query_place_id=ChIJc8tJjfbnaC4R0g_K3H1SGOo","Layanan Binatu"
"aQualis Laundry & Green Dry Clean - Papaya Sukajadi","4.8","76","Jl. Sukaasih No.1","Kota Bandung","Jawa Barat","ID","https://aqualisfabricare.com/","+62 821-1720-0076","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=aQualis%20Laundry%20%26%20Green%20Dry%20Clean%20-%20Papaya%20Sukajadi&query_place_id=ChIJG4bfHo3maC4R8BR4rEQp2uM","Binatu"
"Kingwash Laundry","4.9","46","Jl. Tubagus Ismail Dalam No.40a","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/kingwashlaundry/?igshid=18ljqs46e1kyj","+62 813-5000-6203","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kingwash%20Laundry&query_place_id=ChIJTa6IfxLnaC4Rn8_ZTwoJSbQ","Layanan Binatu"
"Yucca Salon","5","1","Jl. Dr. Setiabudi No.107B","Kota Bandung","Jawa Barat","ID",,"","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yucca%20Salon&query_place_id=ChIJzYD5SQDnaC4RXWvtBdPLmPI","Salon Rambut"
"VENETIAN HAVANA KARAOKE & SPA BANDUNG","4.6","521","Jl. Sukajadi No.206","Kota Bandung","Jawa Barat","ID",,"+62 822-9889-7890","Spa","Bar Karaoke",,,,,,,"https://www.google.com/maps/search/?api=1&query=VENETIAN%20HAVANA%20KARAOKE%20%26%20SPA%20BANDUNG&query_place_id=ChIJAzemKBbmaC4RW1251tc_Y30","Spa"
"Barsi Laundry Kosambi","5","84","Jl. Baranang Siang No.57","Kota Bandung","Jawa Barat","ID","https://wa.me/6285713920830","+62 857-1392-0830","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barsi%20Laundry%20Kosambi&query_place_id=ChIJ-TTuBnHnaC4RlgBe4GcB5DY","Layanan Binatu"
"Ardhi Salon","4.7","145","Jl. Mars Sel. VIII No.11A","Kota Bandung","Jawa Barat","ID",,"+62 22 7569201","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ardhi%20Salon&query_place_id=ChIJD-rDtyHoaC4RfbqQZHkSTSs","Salon Kecantikan"
"Cuci Ceria Laundry Bandung","5","30","Jl. Sekeloa Utara No.213","Kota Bandung","Jawa Barat","ID",,"+62 877-7971-6700","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuci%20Ceria%20Laundry%20Bandung&query_place_id=ChIJL1tDaYLnaC4RCJqTPlHc8DE","Layanan Binatu"
"Pewangi Laundry Bandung","4.8","8","Jl. Sukahaji Wetan No.36","Kota Bandung","Jawa Barat","ID",,"+62 823-2146-0628","Toko Parfum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pewangi%20Laundry%20Bandung&query_place_id=ChIJt2YhVgXnaC4RjngFcLSEdYM","Toko Parfum"
"BOS PENGERING (Pusat Peralatan Laundry Bandung, Paket Laundry, Dryer, Washer, Setrika Uap Boiler, Parfum, Deterjen)","4.6","482","Jl. Batu Indah Raya No.36","Kota Bandung","Jawa Barat","ID","https://bospengering.id/","+62 812-2167-3020","Toko Mesin Cuci & Pengering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BOS%20PENGERING%20(Pusat%20Peralatan%20Laundry%20Bandung%2C%20Paket%20Laundry%2C%20Dryer%2C%20Washer%2C%20Setrika%20Uap%20Boiler%2C%20Parfum%2C%20Deterjen)&query_place_id=ChIJTVPnHKzpaC4REtGdNMgLyJc","Toko Mesin Cuci & Pengering"
"INFINITY LAUNDRY","4.3","35","Jl. Jurang No.11","Kota Bandung","Jawa Barat","ID",,"+62 877-2288-5867","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INFINITY%20LAUNDRY&query_place_id=ChIJIR5Qsl_maC4RDxHle_eH3bQ","Layanan Binatu"
"Strawberry Salon Sukajadi (Beauty bar)","3.9","59","Jl. Sukajadi No.72","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawberry%20Salon%20Sukajadi%20(Beauty%20bar)&query_place_id=ChIJ3w2WOZDnaC4RIdczJuDM0k0","Salon Kecantikan"
"Martha Beauty Bar Turangga","4.8","1753","Jl. Rajamantri Wetan No.13b","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martha%20Beauty%20Bar%20Turangga&query_place_id=ChIJNWltsqjpaC4RgUmBodEW94U","Salon Kecantikan"
"RAYA BEAUTY SALON & SPA","5","19","Jl. Gagak No.43","Kota Bandung","Jawa Barat","ID",,"+62 823-7695-2691","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RAYA%20BEAUTY%20SALON%20%26%20SPA&query_place_id=ChIJ5ZDNwQPnaC4RV9-hld0kXIk","Salon Kecantikan"
"Indo Express Laundry","4.6","89","Jl. Cihampleas Belakang No.10, The Jarrdin Apartement, Tower C, No. B-07","Kota Bandung","Jawa Barat","ID",,"+62 817-200-237","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Laundry&query_place_id=ChIJ87AWX1nmaC4Ra__W6J5LSpE","Layanan Binatu"
"Monza","4.4","85","My Fair, Jl. Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 22 2044174","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Monza&query_place_id=ChIJmzXVI43maC4RcFSMQaJTG4o","Salon Rambut"
"1112 Printing",,,"Jl. Jatihandap Timur No.117a","Kota Bandung","Jawa Barat","ID","http://kemasankakilima.com/","+62 812-2020-2627","Percetakan Komersial",,,,,,,,"https://www.google.com/maps/search/?api=1&query=1112%20Printing&query_place_id=ChIJ65yiVADnaC4RjbQ8sFoZHmk","Percetakan Komersial"
"Rodman Professional Salon Bandung","5","42","Jl. Gatot Subroto No.253","Kota Bandung","Jawa Barat","ID",,"+62 812-9995-7881","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rodman%20Professional%20Salon%20Bandung&query_place_id=ChIJsfI7NbDnaC4RSoQXBXgEjhw","Salon Rambut"
"D""ffond Salon","4.7","75","Jl. Dagopojok No.16","Kota Bandung","Jawa Barat","ID",,"+62 813-2052-2282","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=D%22ffond%20Salon&query_place_id=ChIJiT-hquPmaC4Rt6cby9Uax_Q","Salon Rambut"
"ANNE HUMAIRA SALON","5","21","Jl. Sekeloa Timur No.11","Kota Bandung","Jawa Barat","ID",,"+62 815-7276-0246","Salon Rambut","Salon Kecantikan","Terapis Pijat",,,,,,"https://www.google.com/maps/search/?api=1&query=ANNE%20HUMAIRA%20SALON&query_place_id=ChIJ5w6ehTTnaC4Rfh7l6MkRvQg","Salon Rambut"
"Salon Panggilan Bandung / salon online bandung","5","23","Jl. Cemara Gg. 6 No.28a","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/salon_panggilan_bandung/","+62 822-2057-7783","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Panggilan%20Bandung%20%2F%20salon%20online%20bandung&query_place_id=ChIJRSUZVIfpaC4RNNuNcFnIXqQ","Salon Rambut"
"Smiles And Kidsmile Salon","3.5","55","Paris Van Java, Jl. Sukajadi No.09 PVJ) L6","Kota Bandung","Jawa Barat","ID",,"+62 22 82063792","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smiles%20And%20Kidsmile%20Salon&query_place_id=ChIJVXQtQGDmaC4RNqlAMLeMctM","Salon Kecantikan"
"Kenz Nail Art","4.6","30","Jl. Hegarmanah Cikendi No.6 166a","Kota Bandung","Jawa Barat","ID","https://www.kenznailart.com/","+62 812-2157-6790","Salon Kuku","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kenz%20Nail%20Art&query_place_id=ChIJPTPS8ZroaC4RDUge09hdfx8","Salon Kuku"
"NESYA LAUNDRY EXPRESS","4.7","83","Jl. Babakan Tarogong No.83A","Kota Bandung","Jawa Barat","ID",,"+62 813-8909-6166","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=NESYA%20LAUNDRY%20EXPRESS&query_place_id=ChIJT6-naKTpaC4RsSjpDIhxCa8","Layanan Binatu"
"Riyan Salon Bandung",,,"Jl. Haji Yasin No.9 No. 56, RT.06/RW.02","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Riyan%20Salon%20Bandung&query_place_id=ChIJK8ijHQDnaC4RH180lK9_bqw","Salon Kecantikan"
"Sherlly salon","5","7","Jl. Sadang Serang No.21","Kota Bandung","Jawa Barat","ID",,"+62 897-9555-885","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sherlly%20salon&query_place_id=ChIJ0TjpEsznaC4RiXBMSaAkhEM","Salon Kecantikan"
"La Rosso Lifestyle of Beauty","4.6","91","Gedung Graha Manggala Siliwangi, Jl. Aceh No.66","Kota Bandung","Jawa Barat","ID",,"+62 22 4223231","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Rosso%20Lifestyle%20of%20Beauty&query_place_id=ChIJz3UWQvjmaC4RBI7USRyVnLA","Salon Rambut"
